-25	0.0003020236	0.000798722	0.0001006758
-24	0.0003020236	0.0008665511	0.0001006758
-23	0.0013087688	0.0009433962	0.0001006745
-22	0.0214436726	0.0010309278	0.0001011834
-21	0.0315111245	0.0011312217	0.000101816
-20	0.0053357495	0.0012468828	0.0001006949
-19	0.0033222591	0.0013812155	0.0001006796
-18	0.0033222591	0.0015384615	0.0001006796
-17	0.0013087688	0.0017241379	0.0001006745
-16	0.0073492399	0.0019455253	0.0001007204
-15	0.0697674419	0.0022123894	0.000106409
-14	0.2862176583	0.0025380711	0.0001752236
-13	0.0727876774	0.0029411765	0.000106911
-12	0.0063424947	0.0034482759	0.0001007064
-11	0.0043290043	0.0040983607	0.000100686
-10	0.0023155139	0.004950495	0.0001006758
-9	0.0143964563	0.006097561	0.0001008898
-8	0.2771569516	0.0076923077	0.0001715107
-7	1	0.01	0.0005126953
-6	0.4785059901	0.0135135135	0.000260452
-5	0.0123829659	0.0192307692	0.0001008287
-4	0.0073492399	0.0294117647	0.0001007204
-3	0.0073492399	0.05	0.0005033818
-2	0.018423437	0.1	0.0005034463
-1	0.1724554515	0.25	0.0005106916
0	1	0.5	0.0007114107
1	0.3496426055	0.25	0.0005330372
2	0.023457163	0.1	0.00010129
3	0.0023155139	0.05	0.0001006758
4	0.0083559851	0.0294117647	0.000100737
5	0.0113762207	0.0192307692	0.000100802
6	0.0717809322	0.0135135135	0.0001067415
7	0.3687707641	0.01	0.0002105929
8	0.1241316823	0.0076923077	0.000118143
9	0.0224504178	0.006097561	0.0001012354
10	0.0013087688	0.004950495	0.0001006745
11	0.0043290043	0.0040983607	0.000100686
12	0.0053357495	0.0034482759	0.0001006949
13	0.0113762207	0.0029411765	0.000100802
14	0.0133897111	0.0025380711	0.000100858
15	0.0063424947	0.0022123894	0.0001007064
16	0.0043290043	0.0019455253	0.000100686
17	0.0013087688	0.0017241379	0.0001006745
18	0.0103694755	0.0015384615	0.0001007778
19	0.0003020236	0.0013812155	0.0001006758
20	0.0003020236	0.0012468828	0.0001006758
21	0.0003020236	0.0011312217	0.0001006758

