-0.8639184994	0.0113762207	0.0199169922	0.000100802
-0.8184554617	0.0023155139	0.0199174038	0.0001006758
-0.7729913933	0.0053357495	0.0199177903	0.0001006949
-0.7275263514	0.0174166918	0.0199181518	0.0001010005
-0.6820603932	0.0023155139	0.0199184882	0.0001006758
-0.636593576	0.0103694755	0.0199187995	0.0001007778
-0.591125957	0.0244639082	0.0199190858	0.000101347
-0.5456575934	0.0023155139	0.019919347	0.0001006758
-0.5001885426	0.0194301822	0.0199195832	0.0001010869
-0.4547188617	0.0405718313	0.0199197943	0.0001025962
-0.409248608	0.0023155139	0.0199199803	0.0001006758
-0.3637778389	0.0435920668	0.0199201413	0.0001028998
-0.3183066115	0.0848686198	0.0199202771	0.000109108
-0.2728349831	0.0033222591	0.019920388	0.0001006796
-0.227363011	0.1311788986	0.0199204737	0.0001200375
-0.1818907525	0.242927615	0.0199205343	0.0001578855
-0.1364182649	0.0113762207	0.0199205699	0.000100802
-0.0909456054	0.9073794423	0.0199205804	0.0006792666
-0.0454728313	1	0.0199205659	0.0007114107
0	1	0.0199205262	0.0007114107
0.0454728313	1	0.0199204615	0.0007114107
0.0909456054	1	0.0199203717	0.0005126953
0.1364182649	0.0214436726	0.0199202568	0.0001011834
0.1818907525	0.1563475284	0.0199201169	0.0001273811
0.227363011	0.1221181919	0.0199199519	0.0001176158
0.2728349831	0.0043290043	0.0199197618	0.000100686
0.3183066115	0.0647337159	0.0199195466	0.0001056156
0.3637778389	0.0375515957	0.0199193064	0.0001023142
0.409248608	0.0023155139	0.0199190411	0.0001006758
0.4547188617	0.0315111245	0.0199187508	0.000101816
0.5001885426	0.0164099466	0.0199184354	0.0001009611
0.5456575934	0.0013087688	0.0199180949	0.0001006745
0.591125957	0.0194301822	0.0199177294	0.0001010869
0.636593576	0.0103694755	0.0199173388	0.0001007778
0.6820603932	0.0023155139	0.0199169232	0.0001006758
0.7275263514	0.0133897111	0.0199164825	0.000100858
0.7729913933	0.0053357495	0.0199160167	0.0001006949
0.8184554617	0.0013087688	0.019915526	0.0001006745
0.8639184994	0.0073492399	0.0199150102	0.0001007204
0.9093804492	0.0023155139	0.0199144693	0.0001006758
0.9548412539	0.0013087688	0.0199139035	0.0001006745

