1.351745917603E-007	3.3793647940075E-008
1.83133438202248E-007	3.05222397003746E-008
3.40064629213484E-007	2.83387191011237E-008
3.61885003745319E-007	2.26178127340825E-008
7.05160808988766E-007	2.13685093632959E-008

