5.467E-002	0.014	Ultraviolett
5.72733333333333E-002	1.01012930591961E-002	Violett
7.029E-002	7.12430479064448E-003	Blau
0.084	7.14123559606159E-003	Gruen
5.112E-002	3.3313784901491E-003	Gelb
